epoch,train_loss,val_mse,val_mpjpe,val_pa_mpjpe,best_mpjpe,lr,params,modalities
66,0.0017443755364511162,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
67,0.0017416162448935211,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
68,0.0017446231589419768,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
69,0.0017134755954612045,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
70,0.0017002297848230227,0.0030213086675663927,0.08526650462989453,0.03688574013270873,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
71,0.0017005146342562512,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
72,0.0017349444926949217,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
73,0.001662785586551763,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
74,0.001703303019865416,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
75,0.0016806554254144431,0.0028311891983873972,0.0822066067630981,0.0362801891110674,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
76,0.001654796002432704,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
77,0.001655155704705976,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
78,0.001657622082857415,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
79,0.0016386779424501583,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
80,0.001653527430142276,0.002501483897698646,0.07606131856426483,0.03789016359453955,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
81,0.0016325639883289114,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
82,0.0016505579112563282,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
83,0.0016541834791423753,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
84,0.0016117608418571763,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
85,0.0016129040943924338,0.002880767315017806,0.0823295162192811,0.03747473444810212,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
86,0.0016196215791860595,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
87,0.0015856226172763855,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
88,0.0015776418693130836,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
89,0.0016307159138377757,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
90,0.0016402444378472865,0.0032957921466672956,0.08973826172736417,0.03739529660924852,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
91,0.001597838320187293,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
92,0.0016087002946296707,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
93,0.0015525256434921176,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
94,0.001646251722704619,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
95,0.0015379729389678686,0.0030530141214284386,0.0861821747979019,0.03612445492721812,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
96,0.0015926033870782704,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
97,0.0015426607475383207,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
98,0.0015693913174327464,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
99,0.0015481631708098575,NA,NA,NA,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
100,0.0015809955870499835,0.003353547189100854,0.09052369927680616,0.037294433188311576,0.07606131856426483,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
