file_path,file_type,task,method_name,input_modalities,missing_setting,split_protocol,metric_name,metric_value,metric_direction,baseline_reference,improvement_or_drop,is_ours,is_xfi_or_ori_baseline,is_superteacher_exploration,recommended_usage,reason,source_confidence
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,lidar+mmwave+wifi-csi,,protocol3,pa_mpjpe,0.1248737994957399,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+lidar+mmwave,,protocol3,mse,0.0033500774881406116,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+lidar+mmwave,,protocol3,mpjpe,0.08909184761324017,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+lidar+mmwave,,protocol3,pa_mpjpe,0.038896171788701105,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+lidar+wifi-csi,,protocol3,mse,0.0037020230239454884,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+lidar+wifi-csi,,protocol3,mpjpe,0.09298078065977562,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+lidar+wifi-csi,,protocol3,pa_mpjpe,0.039091143575785116,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+mmwave+wifi-csi,,protocol3,mse,0.0033067896136994754,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+mmwave+wifi-csi,,protocol3,mpjpe,0.08851005963731219,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+mmwave+wifi-csi,,protocol3,pa_mpjpe,0.0392096529991345,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+lidar+mmwave+wifi-csi,,protocol3,mse,0.04748503417696482,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+lidar+mmwave+wifi-csi,,protocol3,mpjpe,0.3478644714151509,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+lidar+mmwave+wifi-csi,,protocol3,pa_mpjpe,0.10164137063072495,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,depth+lidar+mmwave+wifi-csi,,protocol3,mse,0.00544427430335247,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,depth+lidar+mmwave+wifi-csi,,protocol3,mpjpe,0.11713594948525202,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,depth+lidar+mmwave+wifi-csi,,protocol3,pa_mpjpe,0.05065205551995829,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+lidar+mmwave+wifi-csi,,protocol3,mse,0.003028712149436303,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+lidar+mmwave+wifi-csi,,protocol3,mpjpe,0.08400678117348973,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_scene_all_combinations.csv,csv,cross_scene,VK-XFi-Baseline-Full,vk+depth+lidar+mmwave+wifi-csi,,protocol3,pa_mpjpe,0.037683419560384734,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk,,protocol3,mse,0.025076003666571815,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk,,protocol3,mpjpe,0.24360309054926158,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk,,protocol3,pa_mpjpe,0.11543279661316833,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth,,protocol3,mse,0.013607161924630183,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth,,protocol3,mpjpe,0.18524991432238522,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth,,protocol3,pa_mpjpe,0.06205463838544775,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar,,protocol3,mse,0.11858672990211303,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar,,protocol3,mpjpe,0.5776112622521378,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar,,protocol3,pa_mpjpe,0.11896141122351053,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,mmwave,,protocol3,mse,0.031015322022504704,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,mmwave,,protocol3,mpjpe,0.26876837516131286,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,mmwave,,protocol3,pa_mpjpe,0.10594364784304433,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,wifi-csi,,protocol3,mse,0.03574038934892164,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,wifi-csi,,protocol3,mpjpe,0.2853074675932952,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,wifi-csi,,protocol3,pa_mpjpe,0.11548760197496256,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth,,protocol3,mse,0.00370448543815866,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth,,protocol3,mpjpe,0.09281920553766324,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth,,protocol3,pa_mpjpe,0.04702243138799472,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+lidar,,protocol3,mse,0.04451079506516245,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+lidar,,protocol3,mpjpe,0.33774783204270503,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+lidar,,protocol3,pa_mpjpe,0.10500464757655881,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+mmwave,,protocol3,mse,0.026565078167159546,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+mmwave,,protocol3,mpjpe,0.2482384587333214,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+mmwave,,protocol3,pa_mpjpe,0.10111599678243263,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+wifi-csi,,protocol3,mse,0.025854692964352718,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+wifi-csi,,protocol3,mpjpe,0.24406609019818098,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+wifi-csi,,protocol3,pa_mpjpe,0.10158767944112686,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+lidar,,protocol3,mse,0.003503470175195992,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+lidar,,protocol3,mpjpe,0.09066536852097865,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+lidar,,protocol3,pa_mpjpe,0.04782393071522013,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+mmwave,,protocol3,mse,0.003183327958366168,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+mmwave,,protocol3,mpjpe,0.08631290456744438,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+mmwave,,protocol3,pa_mpjpe,0.04280128309699675,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+wifi-csi,,protocol3,mse,0.003705584799448914,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+wifi-csi,,protocol3,mpjpe,0.09193399229007612,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+wifi-csi,,protocol3,pa_mpjpe,0.04564524550707662,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar+mmwave,,protocol3,mse,0.047409722781846395,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar+mmwave,,protocol3,mpjpe,0.35023388198737954,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar+mmwave,,protocol3,pa_mpjpe,0.10506777269685655,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar+wifi-csi,,protocol3,mse,0.07512559621647225,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar+wifi-csi,,protocol3,mpjpe,0.44710313168557925,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar+wifi-csi,,protocol3,pa_mpjpe,0.11755755618290725,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,mmwave+wifi-csi,,protocol3,mse,0.03227726675020439,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,mmwave+wifi-csi,,protocol3,mpjpe,0.2732957074329701,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,mmwave+wifi-csi,,protocol3,pa_mpjpe,0.10566035024082625,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+lidar,,protocol3,mse,0.001893379765213772,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+lidar,,protocol3,mpjpe,0.06410262958311666,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+lidar,,protocol3,pa_mpjpe,0.03902485122286544,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+mmwave,,protocol3,mse,0.002102470805630769,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+mmwave,,protocol3,mpjpe,0.0687928443479819,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+mmwave,,protocol3,pa_mpjpe,0.03781705806841638,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+wifi-csi,,protocol3,mse,0.002872124243114659,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+wifi-csi,,protocol3,mpjpe,0.07792735544513818,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+wifi-csi,,protocol3,pa_mpjpe,0.03999586461810057,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+lidar+mmwave,,protocol3,mse,0.037846318098029706,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+lidar+mmwave,,protocol3,mpjpe,0.3092398685433945,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+lidar+mmwave,,protocol3,pa_mpjpe,0.10177324037741381,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+lidar+wifi-csi,,protocol3,mse,0.03942272011613401,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+lidar+wifi-csi,,protocol3,mpjpe,0.3156995742691769,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+lidar+wifi-csi,,protocol3,pa_mpjpe,0.10154512113900284,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+mmwave+wifi-csi,,protocol3,mse,0.024238943302401606,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+mmwave+wifi-csi,,protocol3,mpjpe,0.23660966873072317,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+mmwave+wifi-csi,,protocol3,pa_mpjpe,0.09842044210043388,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+lidar+mmwave,,protocol3,mse,0.0021673642507830802,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+lidar+mmwave,,protocol3,mpjpe,0.06927692075611305,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+lidar+mmwave,,protocol3,pa_mpjpe,0.04032335038999493,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+lidar+wifi-csi,,protocol3,mse,0.0031459534488422563,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+lidar+wifi-csi,,protocol3,mpjpe,0.08582017840920934,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+lidar+wifi-csi,,protocol3,pa_mpjpe,0.04316390989711425,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+mmwave+wifi-csi,,protocol3,mse,0.002538159918520274,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+mmwave+wifi-csi,,protocol3,mpjpe,0.07432141021072441,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,depth+mmwave+wifi-csi,,protocol3,pa_mpjpe,0.03925033994354282,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar+mmwave+wifi-csi,,protocol3,mse,0.04065308762531463,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar+mmwave+wifi-csi,,protocol3,mpjpe,0.31722933414467314,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,lidar+mmwave+wifi-csi,,protocol3,pa_mpjpe,0.10570583190477091,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+lidar+mmwave,,protocol3,mse,0.0016057902791165467,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+lidar+mmwave,,protocol3,mpjpe,0.05884046090249038,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+lidar+mmwave,,protocol3,pa_mpjpe,0.03558259155899167,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+lidar+wifi-csi,,protocol3,mse,0.0021067498609607022,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+lidar+wifi-csi,,protocol3,mpjpe,0.0671441230218203,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+lidar+wifi-csi,,protocol3,pa_mpjpe,0.036626762291725894,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+mmwave+wifi-csi,,protocol3,mse,0.0015816846952007922,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+mmwave+wifi-csi,,protocol3,mpjpe,0.058016302357894074,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+depth+mmwave+wifi-csi,,protocol3,pa_mpjpe,0.03380908174809413,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
E:\Deskbook\Tea\HPE\outputs\eval\baseline_cross_subject_all_combinations.csv,csv,cross_subject,VK-XFi-Baseline-Full,vk+lidar+mmwave+wifi-csi,,protocol3,mse,0.0306541713121649,lower_better,,,yes,no,no,discussion,Parsed but not central to the main story.,high
